a,b,c,d,e,used_symbol,ltp,pe,market_cap,status
SUN PHARMACEUTICAL INDUSTRIES LTD.,SUNPHARMA,SUNPHARMA,Pharmaceuticals,https://halalstock.in/is-sun-pharmaceutical-industries-ltd-halal-and-shariah-compliant/,SUNPHARMA.NS,1831.6,42.01881,4394621861888,ok
SUNCARE TRADERS LTD,SCTL,,Trading,https://halalstock.in/is-suncare-traders-ltd-halal-and-shariah-compliant/,SCTL.BO,0.71,,181050000,ok
SUNCITY SYNTHETICS LTD.,SUNCITYSY,,Textiles - Processing,https://halalstock.in/is-suncity-synthetics-ltd-halal-and-shariah-compliant/,SUNCITYSY.BO,15.16,,77252328,ok
SUNDARAM BRAKE LININGS LTD.,SUNDRMBRAK,SUNDRMBRAK,Auto Ancillaries,https://halalstock.in/is-sundaram-brake-linings-ltd-halal-and-shariah-compliant/,SUNDRMBRAK.NS,740.15,,2912752384,ok
SUNDARAM MULTI PAP LTD.,SUNDARAM,SUNDARAM,Printing &amp; Stationery,https://halalstock.in/is-sundaram-multi-pap-ltd-halal-and-shariah-compliant/,SUNDARAM.NS,1.81,,857718720,ok
SUNDRAM FASTENERS LTD.,SUNDRMFAST,SUNDRMFAST,Fasteners,https://halalstock.in/is-sundram-fasteners-ltd-halal-and-shariah-compliant/,SUNDRMFAST.NS,934.75,35.460926,196417486848,ok
SUNFLAG IRON &amp; STEEL CO.LTD.,SUNFLAG,SUNFLAG,Steel - Medium / Small,https://halalstock.in/is-sunflag-iron-steel-co-ltd-halal-and-shariah-compliant/,SUNFLAG.NS,254.05,22.723614,45784752128,ok
Sunita Tools Ltd,SUNITATOOL,,Industrial Products,https://halalstock.in/is-sunita-tools-ltd-halal-and-shariah-compliant/,SUNITATOOL.BO,903.35,120.44666,5673454080,ok
Sunrakshakk Industries India Ltd,SUNRAKSHAK,,Textiles - Processing,https://halalstock.in/is-sunrakshakk-industries-india-ltd-halal-and-shariah-compliant/,SUNRAKSHAK.BO,217.25,26.887377,6736216576,ok
Sunrise Efficient Marketing Ltd,SEML,,Trading &amp; Distributors,https://halalstock.in/is-sunrise-efficient-marketing-ltd-halal-and-shariah-compliant/,SEML.BO,299.05,52.649647,4684618240,ok
SUNSHIELD CHEMICALS LTD.,SUNSHIEL,,Chemicals,https://halalstock.in/is-sunshield-chemicals-ltd-halal-and-shariah-compliant/,SUNSHIEL.BO,1020.35,35.330677,8973810688,ok
Sunsky Logistics Ltd.,SUNSKY,,Logistics Solution Provider,https://halalstock.in/is-sunsky-logistics-ltd-halal-and-shariah-compliant/,SUNSKY.BO,78.82,37.894234,980126720,ok
SUPER BAKERS (INDIA) LTD.,SUPERBAK,,Food - Processing - Indian,https://halalstock.in/is-super-bakers-india-ltd-halal-and-shariah-compliant/,SUPERBAK.BO,36.09,23.283873,109049544,ok
SUPER SALES INDIA LTD.,SUPER,,Textiles - Cotton/Blended,https://halalstock.in/is-super-sales-india-ltd-halal-and-shariah-compliant/,SUPER.BO,760.0,140.74074,2334340096,ok
Superior Industrial Enterprises Limited,SIEL,,Edible Oil,https://halalstock.in/is-superior-industrial-enterprises-limited-halal-and-shariah-compliant/,SIEL.BO,49.99,9.631985,692361536,ok
SUPERSHAKTI METALIKS LTD,SUPERSHAKT,,Steel - Medium / Small,https://halalstock.in/is-supershakti-metaliks-ltd-halal-and-shariah-compliant/,SUPERSHAKT.BO,280.0,18.252934,3227077888,ok
Supertech EV Ltd,SEVL,,2/3 Wheelers,https://halalstock.in/is-supertech-ev-ltd-halal-and-shariah-compliant/,SEVL.BO,64.07,11.998127,791821184,ok
SUPRAJIT ENGINEERING LTD.,SUPRAJIT,SUPRAJIT,Auto Ancillaries,https://halalstock.in/is-suprajit-engineering-ltd-halal-and-shariah-compliant/,SUPRAJIT.NS,474.55,40.803955,65202266112,ok
SUPREME HOLDINGS &amp; HOSPITALITY (INDIA) LTD.,SUPREME,,Construction,https://halalstock.in/is-supreme-holdings-hospitality-india-ltd-halal-and-shariah-compliant/,SUPREME.NS,81.31,108.41333,3298990848,ok
SUPREME INDUSTRIES LTD.,SUPREMEIND,SUPREMEIND,Plastics Products,https://halalstock.in/is-supreme-industries-ltd-halal-and-shariah-compliant/,SUPREMEIND.NS,3391.6,50.76486,431125561344,ok
Supreme Petrochem Limited,SPLPETRO,SPLPETRO,Basic Materials,https://halalstock.in/is-supreme-petrochem-limited-halal-and-shariah-compliant/,SPLPETRO.NS,641.85,39.06573,120694333440,ok
Supriya Lifescience Ltd,SUPRIYA,SUPRIYA,Pharmaceuticals,https://halalstock.in/is-supriya-lifescience-ltd-halal-and-shariah-compliant/,SUPRIYA.NS,747.5,32.900528,60160892928,ok
Suraj Estate Developers Ltd,SURAJEST,SURAJEST,"Residential, Commercial Projects",https://halalstock.in/is-suraj-estate-developers-ltd-halal-and-shariah-compliant/,SURAJEST.NS,270.6,16.078432,12943687680,ok
SURAJ PRODUCTS LTD.,SURAJ,,Steel - Sponge Iron,https://halalstock.in/is-suraj-products-ltd-halal-and-shariah-compliant/,SURAJ.BO,269.3,19.153625,3070019840,ok
Suraksha Diagnostic Limited,SURAKSHA,SURAKSHA,HEALTHCARE SERVICE PROVIDERS,https://halalstock.in/is-suraksha-diagnostic-limited-halal-and-shariah-compliant/,SURAKSHA.NS,292.7,47.8268,15244039168,ok
SURANA SOLAR LIMITED,SURANASOL,SURANASOL,Electric Equipment,https://halalstock.in/is-surana-solar-limited-halal-and-shariah-compliant/,SURANASOL.NS,29.31,732.75,1442245376,ok
SURATWWALA BUSINESS GROUP LTD,SBGLP,SBGLP,Construction,https://halalstock.in/is-suratwwala-business-group-ltd-halal-and-shariah-compliant/,SBGLP.NS,28.34,24.643478,4930550272,ok
SURYA ROSHNI LTD.,SURYAROSNI,SURYAROSNI,Steel - Large,https://halalstock.in/is-surya-roshni-ltd-halal-and-shariah-compliant/,SURYAROSNI.NS,263.0,17.45189,57277313024,ok
SURYALATA SPINNING MILLS LTD.,SURYALA,,Textiles - Spinning - Synthetic / Blended,https://halalstock.in/is-suryalata-spinning-mills-ltd-halal-and-shariah-compliant/,SURYALA.BO,330.0,6.1728396,1408109952,ok
SURYO FOODS &amp; INDUSTRIES LTD.,SURFI,,Aquaculture,https://halalstock.in/is-suryo-foods-industries-ltd-halal-and-shariah-compliant/,SURFI.BO,24.48,30.222221,96940800,ok
Suumaya Corporation Ltd,SUUMAYA,,"Textiles, Apparels &amp; Accessories",https://halalstock.in/is-suumaya-corporation-ltd-halal-and-shariah-compliant/,SUUMAYA.BO,1.41,,34859464,ok
SUYOG TELEMATICS LTD,SUYOG,SUYOG,Transmisson Line Towers / Equipment,https://halalstock.in/is-suyog-telematics-ltd-halal-and-shariah-compliant/,SUYOG.NS,656.0,26.2505,7686430720,ok
SUZLON ENERGY LTD.,SUZLON,SUZLON,Electric Equipment,https://halalstock.in/is-suzlon-energy-ltd-halal-and-shariah-compliant/,SUZLON.NS,54.01,23.380953,740578951168,ok
SVS Ventures Ltd,SVS,,"Residential, Commercial Projects",https://halalstock.in/is-svs-ventures-ltd-halal-and-shariah-compliant/,SVS.BO,12.8,256.0,273275136,ok
SWARAJ ENGINES LTD.,SWARAJENG,SWARAJENG,Engines,https://halalstock.in/is-swaraj-engines-ltd-halal-and-shariah-compliant/,SWARAJENG.NS,3730.1,25.574905,45311262720,ok
SWASTI VINAYAKA ART AND HERITAGE CORPORATION LTD,SVARTCORP,,Miscellaneous,https://halalstock.in/is-swasti-vinayaka-art-and-heritage-corporation-ltd-halal-and-shariah-compliant/,SVARTCORP.BO,3.9,9.512196,351000000,ok
SWASTI VINAYAKA SYNTHETICS LTD.,SWASTIVI,,Textiles - Spinning - Synthetic / Blended,https://halalstock.in/is-swasti-vinayaka-synthetics-ltd-halal-and-shariah-compliant/,SWASTIVI.BO,4.6,23.0,414000000,ok
SWITCHING TECHNOLOGIES GUNTHER LTD,SWITCHTE,,Other Electrical Equipment,https://halalstock.in/is-switching-technologies-gunther-ltd-halal-and-shariah-compliant/,SWITCHTE.BO,60.56,,148372000,ok
SYMPHONY LIMITED,SYMPHONY,SYMPHONY,Domestic Appliances,https://halalstock.in/is-symphony-limited-halal-and-shariah-compliant/,SYMPHONY.NS,861.75,44.237682,59177578496,ok
SYNCOM FORMULATIONS (INDIA) LTD.,SYNCOMF,SYNCOMF,Pharmaceuticals - Indian - Formulations,https://halalstock.in/is-syncom-formulations-india-ltd-halal-and-shariah-compliant/,SYNCOMF.NS,15.63,24.046154,14692200448,ok
SYNGENE INTERNATIONAL LTD,SYNGENE,SYNGENE,Pharmaceuticals - Indian - Bulk Drugs &amp; Formln,https://halalstock.in/is-syngene-international-ltd-halal-and-shariah-compliant/,SYNGENE.NS,648.3,55.887928,260683284480,ok
SYNTHIKO FOILS LTD.,SYNTHFO,,Aluminium and Aluminium Products,https://halalstock.in/is-synthiko-foils-ltd-halal-and-shariah-compliant/,SYNTHFO.BO,1648.9,64.510956,1434542976,ok
Syrma SGS Technology Ltd,SYRMA,SYRMA,Industrial Electronics,https://halalstock.in/is-syrma-sgs-technology-ltd-halal-and-shariah-compliant/,SYRMA.NS,820.25,72.97598,158042554368,ok
SYSCHEM (INDIA) LTD.,SYSCHEM,,Pharmaceuticals - Indian - Bulk Drugs &amp; Formln,https://halalstock.in/is-syschem-india-ltd-halal-and-shariah-compliant/,SYSCHEM.BO,54.36,62.482758,2365366784,ok
Systematic Industries Ltd,SYSTEMATIC,,Cables - Electricals,https://halalstock.in/is-systematic-industries-ltd-halal-and-shariah-compliant/,SYSTEMATIC.BO,197.75,23.911728,4416003584,ok
T &amp; I GLOBAL LTD.,TIGLOB,,Trading,https://halalstock.in/is-t-i-global-ltd-halal-and-shariah-compliant/,TIGLOB.BO,186.5,17.949951,945126080,ok
T D POWER SYSTEMS LTD.,TDPOWERSYS,TDPOWERSYS,Electric Equipment,https://halalstock.in/is-t-d-power-systems-ltd-halal-and-shariah-compliant/,TDPOWERSYS.NS,776.95,58.15494,121371115520,ok
T T LTD.,TTL,TTL,Textiles - Products,https://halalstock.in/is-t-t-ltd-halal-and-shariah-compliant/,TTL.NS,9.23,,2384209920,ok
T.SPIRITUAL WORLD LTD.,TSPIRITUAL,,Trading,https://halalstock.in/is-t-spiritual-world-ltd-halal-and-shariah-compliant/,TSPIRITUAL.BO,1.89,,37803780,ok
TAAL ENTERPRISES LTD,TAALENT,,Transport - Airlines,https://halalstock.in/is-taal-enterprises-ltd-halal-and-shariah-compliant/,TAALENT.BO,2912.8,17.636232,9077283840,ok
TAAZA INTERNATIONAL LTD,TAAZAINT,,Miscellaneous,https://halalstock.in/is-taaza-international-ltd-halal-and-shariah-compliant/,TAAZAINT.BO,4.57,,1658475,ok
TAI INDUSTRIES LTD.,TAIIND,,Trading,https://halalstock.in/is-tai-industries-ltd-halal-and-shariah-compliant/,TAIIND.BO,28.93,26.541285,173580000,ok
TAKE SOLUTIONS LTD.,TAKE,TAKE,Computers - Software - Medium / Small,https://halalstock.in/is-take-solutions-ltd-halal-and-shariah-compliant/,TAKE.NS,30.99,206.59999,4531512320,ok
Takyon Networks LtdB. D. Industries (Pune) Ltd,TAKYON,,IT Enabled Services,https://halalstock.in/is-takyon-networks-ltdb-d-industries-pune-ltd-halal-and-shariah-compliant/,TAKYON.BO,38.9,8.004115,557125824,ok
TALBROS AUTOMOTIVE COMPONENTS LTD.,TALBROAUTO,TALBROAUTO,Auto Ancillaries,https://halalstock.in/is-talbros-automotive-components-ltd-halal-and-shariah-compliant/,TALBROAUTO.NS,279.8,18.051613,17280352256,ok
Tamboli Industries Ltd,TAMBOLIIN,,Finance &amp; Investments,https://halalstock.in/is-tamboli-industries-ltd-halal-and-shariah-compliant/,TAMBOLIIN.BO,163.95,20.417187,1626384000,ok
TANEJA AEROSPACE &amp; AVIATION LTD.,TANAA,,Engineering,https://halalstock.in/is-taneja-aerospace-aviation-ltd-halal-and-shariah-compliant/,TANAA.BO,331.55,47.16216,8454702592,ok
TANFAC INDUSTRIES LTD.,TANFACIND,,Chemicals,https://halalstock.in/is-tanfac-industries-ltd-halal-and-shariah-compliant/,TANFACIND.BO,4078.95,43.291763,40687525888,ok
TANLA PLATFORMS LTD,TANLA,TANLA,Computers - Software - Medium / Small,https://halalstock.in/is-tanla-platforms-ltd-halal-and-shariah-compliant/,TANLA.NS,554.0,15.526906,73214836736,ok
TANVI FOODS (INDIA) LTD,TANVI,,Food - Processing - Indian,https://halalstock.in/is-tanvi-foods-india-ltd-halal-and-shariah-compliant/,TANVI.BO,90.55,232.1795,1161645568,ok
TAPARIA TOOLS LTD.,TAPARIA,,Castings &amp; Forgings,https://halalstock.in/is-taparia-tools-ltd-halal-and-shariah-compliant/,TAPARIA.BO,11.57,0.12838437,175618128,ok
TARMAT LTD,TARMAT,TARMAT,Construction,https://halalstock.in/is-tarmat-ltd-halal-and-shariah-compliant/,TARMAT.NS,52.89,48.522934,1328348416,ok
Tarsons Products Ltd,TARSONS,TARSONS,Healthcare Supplies.,https://halalstock.in/is-latent-view-analytics-ltd-halal-and-shariah-compliant/,TARSONS.NS,225.45,58.105667,11997672448,ok
TASTY BITE EATABLES LTD.,TASTYBIT,TASTYBITE,Food - Processing - Indian,https://halalstock.in/is-tasty-bite-eatables-ltd-halal-and-shariah-compliant/,TASTYBIT.NS,3369295870.0,27034390.0,,ok
TATA CHEMICALS LTD.,TATACHEM,TATACHEM,Chemicals,https://halalstock.in/is-tata-chemicals-ltd-halal-and-shariah-compliant/,TATACHEM.NS,800.4,101.06061,203906924544,ok
TATA COFFEE LTD.,TATACOFFEE,,Tea,https://halalstock.in/is-tata-coffee-ltd-halal-and-shariah-compliant/,TATACOFFEE.BO,344.8,35.841995,64398295040,ok
TATA COMMUNICATIONS LTD.,TATACOMM,TATACOMM,Telecommunications - Service Provider,https://halalstock.in/is-tata-communications-ltd-halal-and-shariah-compliant/,TATACOMM.NS,1815.2,36.10183,517331976192,ok
TATA CONSULTANCY SERVICES LTD.,TCS,TCS,Computers - Software - Large,https://halalstock.in/is-tata-consultancy-services-ltd-halal-and-shariah-compliant/,TCS.NS,3137.5,22.988716,11351749558272,ok
TATA CONSUMER PRODUCTS LTD,TATACONSUM,TATACONSUM,Tea,https://halalstock.in/is-tata-consumer-products-ltd-halal-and-shariah-compliant/,TATACONSUM.NS,1172.4,85.4519,1160290500608,ok
TATA ELXSI LTD.,TATAELXSI,TATAELXSI,Computers - Software - Medium / Small,https://halalstock.in/is-tata-elxsi-ltd-halal-and-shariah-compliant/,TATAELXSI.NS,5158.5,47.84807,321350991872,ok
TATA METALIKS LTD.,TATAMETALI,TATAMETALI,Steel - Pig Iron,https://halalstock.in/is-tata-metaliks-ltd-halal-and-shariah-compliant/,TATAMETALI.NS,1110.55,30.857182,35068395520,ok
TATA MOTORS LTD.,TMCV,TMCV,Automobiles - LCVs / HCVs,https://halalstock.in/is-tata-motors-ltd-halal-and-shariah-compliant/,TMCV.NS,352.0,5.646455,1296180707328,ok
Tata Motors Passenger Vehicles Limited,TMPV,TMPV,Passenger Cars &amp; Utility Vehicles,https://halalstock.in/is-tata-motors-passenger-vehicles-limited-halal-and-shariah-compliant/,TMPV.NS,356.8,11.454253,2626718269440,ok
Tata Technologies Ltd,TATATECH,TATATECH,IT Enabled Services,https://halalstock.in/is-tata-technologies-ltd-halal-and-shariah-compliant/,TATATECH.NS,679.05,39.85035,275620233216,ok
TATVA CHINTAN PHARMA CHEM LTD,TATVA,TATVA,Chemicals,https://halalstock.in/is-tatva-chintan-pharma-chem-ltd-halal-and-shariah-compliant/,TATVA.NS,1457.1,192.22955,34202456064,ok
TAYLORMADE RENEWABLES LTD,TRL,,Electric Equipment,https://halalstock.in/is-taylormade-renewables-ltd-halal-and-shariah-compliant/,TRL.BO,116.75,57.79703,1447434752,ok
TBO Tek Ltd,TBOTEK,TBOTEK,"Tour,travel related service",https://halalstock.in/is-tbo-tek-ltd-halal-and-shariah-compliant/,TBOTEK.NS,1652.3,74.06097,175840985088,ok
TCI EXPRESS LTD,TCIEXP,TCIEXP,Couriers,https://halalstock.in/is-tci-express-ltd-halal-and-shariah-compliant/,TCIEXP.NS,582.3,27.3252,22398781440,ok
TCPL PACKAGING LTD.,TCPLPACK,TCPLPACK,Packaging,https://halalstock.in/is-tcpl-packaging-ltd-halal-and-shariah-compliant/,TCPLPACK.NS,3149.9,22.623716,28600965120,ok
TEAMLEASE SERVICES LTD,TEAMLEASE,TEAMLEASE,Miscellaneous,https://halalstock.in/is-teamlease-services-ltd-halal-and-shariah-compliant/,TEAMLEASE.NS,1647.3,23.529495,27615451136,ok
TECH MAHINDRA LTD.,TECHM,TECHM,Computers - Software - Large,https://halalstock.in/is-tech-mahindra-ltd-halal-and-shariah-compliant/,TECHM.NS,1517.3,30.027708,1343455494144,ok
Technichem Organics Ltd,TECHNICHEM,,Specialty Chemicals,https://halalstock.in/is-technichem-organics-ltd-halal-and-shariah-compliant/,TECHNICHEM.BO,55.1,30.61111,954400832,ok
TECHNO ELECTRIC &amp; ENGINEERING COMPANY LTD,TECHNOE,TECHNOE,Engineering - Turnkey Services,https://halalstock.in/is-techno-electric-engineering-company-ltd-halal-and-shariah-compliant/,TECHNOE.NS,1205.3,31.347204,140175884288,ok
TECHNOCRAFT INDUSTRIES (INDIA) LTD.,TIIL,TIIL,Steel - Medium / Small,https://halalstock.in/is-technocraft-industries-india-ltd-halal-and-shariah-compliant/,TIIL.NS,2372.5,20.833334,53791211520,ok
Technopack Polymers Ltd,TECHNOPACK,,Plastic Products - Consumer,https://halalstock.in/is-technopack-polymers-ltd-halal-and-shariah-compliant/,TECHNOPACK.BO,16.45,17.5,177660016,ok
TECHNVISION VENTURES LTD.,TECHNVISN,,Computers - Software - Medium / Small,https://halalstock.in/is-technvision-ventures-ltd-halal-and-shariah-compliant/,TECHNVISN.BO,6337.55,3335.5525,39768125440,ok
TEESTA AGRO INDUSTRIES LTD.,TEEAI,,Fertilizers,https://halalstock.in/is-teesta-agro-industries-ltd-halal-and-shariah-compliant/,TEEAI.BO,115.25,8.285406,646552512,ok
Tega Industries Ltd,TEGA,TEGA,Industrial Machinery,https://halalstock.in/is-tega-industries-ltd-halal-and-shariah-compliant/,TEGA.NS,1935.6,54.34026,128830357504,ok
Tejas NETWORKS LTD,TEJASNET,TEJASNET,Telecommunications - Service Provider,https://halalstock.in/is--networks-ltd-halal-and-shariah-compliant/,TEJASNET.NS,494.2,,87218085888,ok
TEJNAKSH HEALTHCARE LTD,TEJNAKSH,,Healthcare,https://halalstock.in/is-tejnaksh-healthcare-ltd-halal-and-shariah-compliant/,TEJNAKSH.BO,16.85,20.301207,342284160,ok
Telge Projects Ltd.,TELGE,,Construction,https://halalstock.in/is-telge-projects-ltd-halal-and-shariah-compliant/,TELGE.BO,114.6,21.541353,1121951104,ok
Tenneco Clean Air India Limited,TENNIND,TENNIND,Auto Components &amp; Equipments,https://halalstock.in/is-tenneco-clean-air-india-limited-halal-and-shariah-compliant/,TENNIND.NS,483.95,34.249825,,ok
TERA SOFTWARE LTD.,TERASOFT,TERASOFT,Computers - Software - Medium / Small,https://halalstock.in/is-tera-software-ltd-halal-and-shariah-compliant/,TERASOFT.NS,512.6,38.599396,6413586944,ok
TEXEL INDUSTRIES LTD.,TEXELIN,,Packaging,https://halalstock.in/is-texel-industries-ltd-halal-and-shariah-compliant/,TEXELIN.BO,83.75,12.612952,1114460544,ok
TEXMACO RAIL &amp; ENGINEERING LTD.,TEXRAIL,TEXRAIL,Engineering,https://halalstock.in/is-texmaco-rail-engineering-ltd-halal-and-shariah-compliant/,TEXRAIL.NS,128.09,24.444656,52115283968,ok
TGIF Agribusiness Ltd,TGIF,,Other Agricultural Products,https://halalstock.in/is-tgif-agribusiness-ltd-halal-and-shariah-compliant/,TGIF.BO,73.0,10.369318,188894800,ok
TGV SRAAC LTD,TGVSL,,Chlor Alkali / Soda Ash,https://halalstock.in/is-tgv-sraac-ltd-halal-and-shariah-compliant/,TGVSL.BO,114.15,10.057268,12224301056,ok
THACKER &amp; CO.LTD.,THACKER,,Trading,https://halalstock.in/is-thacker-co-ltd-halal-and-shariah-compliant/,THACKER.BO,1550.0,8.305648,1685964416,ok
THAKKERS DEVELOPERS LTD.,THAKDEV,,Construction - Real Estate,https://halalstock.in/is-thakkers-developers-ltd-halal-and-shariah-compliant/,THAKDEV.BO,152.9,22.820896,1376099968,ok
THE ANUP ENGINEERING LTD,ANUP,ANUP,Engineering,https://halalstock.in/is-the-anup-engineering-ltd-halal-and-shariah-compliant/,ANUP.NS,2259.8,37.877975,45255806976,ok
THE PHOENIX MILLS LTD,PHOENIXLTD,PHOENIXLTD,Construction,https://halalstock.in/is-the-phoenix-mills-ltd-halal-and-shariah-compliant/,PHOENIXLTD.NS,1736.8,57.471874,621076742144,ok
THE RAMCO CEMENTS LIMITED,RAMCOCEM,RAMCOCEM,Cement - South India,https://halalstock.in/is-the-ramco-cements-limited-halal-and-shariah-compliant/,RAMCOCEM.NS,1037.5,66.20932,245153349632,ok
THE YAMUNA SYNDICATE LTD,YSL,,Trading,https://halalstock.in/is-the-yamuna-syndicate-ltd-halal-and-shariah-compliant/,YSL.BO,35000.0,12.315271,10757775360,ok
THEMIS MEDICARE LTD.,THEMISMED,THEMISMED,Pharmaceuticals - Indian - Bulk Drugs &amp; Formln,https://halalstock.in/is-themis-medicare-ltd-halal-and-shariah-compliant/,THEMISMED.NS,107.86,,9927447552,ok
THERMAX,THERMAX,THERMAX,Engineering,https://halalstock.in/is-thermax-halal-and-shariah-compliant/,THERMAX.NS,2920.1,55.557457,328942190592,ok
THOMAS COOK (INDIA) LTD.,THOMASCOOK,THOMASCOOK,Travel Agencies,https://halalstock.in/is-thomas-cook-india-ltd-halal-and-shariah-compliant/,THOMASCOOK.NS,148.25,27.302027,69049360384,ok
THOMAS SCOTT (INDIA) LIMITED,THOMASCOTT,THOMASCOTT,Textiles - Products,https://halalstock.in/is-thomas-scott-india-limited-halal-and-shariah-compliant/,THOMASCOTT.NS,347.1,25.902987,5092088832,ok
THYROCARE TECHNOLOGIES LTD,THYROCARE,THYROCARE,Healthcare,https://halalstock.in/is-thyrocare-technologies-ltd-halal-and-shariah-compliant/,THYROCARE.NS,495.7,61.73101,78896455680,ok
TIGER LOGISTICS (INDIA) LTD,TIGERLOGS,,Miscellaneous,https://halalstock.in/is-tiger-logistics-india-ltd-halal-and-shariah-compliant/,TIGERLOGS.NS,39.12,14.651685,4149147904,ok
TIL LTD.,TIL,TIL,Engineering,https://halalstock.in/is-til-ltd-halal-and-shariah-compliant/,TIL.NS,271.65,,18092447744,ok
TIME TECHNOPLAST LTD.,TIMETECHNO,TIMETECHNO,Plastics Products,https://halalstock.in/is-time-technoplast-ltd-halal-and-shariah-compliant/,TIMETECHNO.NS,200.52,21.60776,99007201280,ok
TIMEX GROUP INDIA LTD.,TIMEX,,Miscellaneous,https://halalstock.in/is-timex-group-india-ltd-halal-and-shariah-compliant/,TIMEX.BO,338.55,67.172615,34176620544,ok
TIMKEN INDIA LTD.,TIMKEN,TIMKEN,Bearings,https://halalstock.in/is-timken-india-ltd-halal-and-shariah-compliant/,TIMKEN.NS,3154.4,52.087185,237269975040,ok
TINNA RUBBER AND INFRASTRUCTURE LIMITED,TINNARUBR,,Trading,https://halalstock.in/is-tinna-rubber-and-infrastructure-limited-halal-and-shariah-compliant/,TINNARUBR.NS,842.4,33.33597,15176473600,ok
TINPLATE COMPANY OF INDIA LTD.,TINPLATE,TINPLATE,Mining / Minerals / Metals,https://halalstock.in/is-tinplate-company-of-india-ltd-halal-and-shariah-compliant/,TINPLATE.NS,430.5,48.37079,45095735296,ok
TIRUPATI TYRES LTD,TTIL,,Trading,https://halalstock.in/is-tirupati-tyres-ltd-halal-and-shariah-compliant/,TTIL.BO,8.51,6.8629036,208014192,ok
Titagarh Rail Systems Ltd,TITAGARH,TITAGARH,Railway Wans,https://halalstock.in/is-titagarh-rail-systems-ltd-halal-and-shariah-compliant/,TITAGARH.NS,826.7,57.131996,111334801408,ok
TITAN BIOTECH LTD.,TITANBIO,,Pharmaceuticals - Indian - Bulk Drugs &amp; Formln,https://halalstock.in/is-titan-biotech-ltd-halal-and-shariah-compliant/,TITANBIO.BO,979.5,35.08238,8094294016,ok
Titan Intech Ltd,TITANIN,,Trading,https://halalstock.in/is-titan-intech-ltd-halal-and-shariah-compliant/,TITANIN.BO,2.11,,1737430656,ok
Tolins Tyres Limited,TOLINS,TOLINS,Tyres &amp; Rubber Products,https://halalstock.in/is-tolins-tyres-limited-halal-and-shariah-compliant/,TOLINS.NS,148.52,14.363637,5867851776,ok
